,,,Validation Dataset,,,,,,Probability of being Plankton,,,,TSNE coordinates per model,,,,,,,,
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_118_2017-09-19_01_02_00.347_1812_763.png,Other,Y,Y,Y,Y,0.9992551,0.96139514,0.99998236,0.97923,108.0578,4.3484106,42.256065,-36.794296,38.050976,-39.42512,-24.653334,-65.809456,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_93_2017-09-18_22_55_10.980_496_1879.png,Other,Y,Y,Y,Y,0.8745535,0.5281891,0.51335,0.69543815,-15.346742,23.202467,-22.32035,-66.338394,13.881061,29.244457,-0.32320258,-11.655001,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_579_2017-09-23_06_06_47.168_635_67.png,Other,Y,Y,Y,Y,0.99943405,0.9957624,0.9999993,0.9999765,80.94278,-0.9103813,43.282825,7.568871,47.151184,-25.219992,7.2938414,-20.036013,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_490_2017-09-21_18_18_59.744_1876_540.png,Other,Y,Y,Y,Y,0.95810205,0.98719656,0.99540967,0.95639265,53.10479,-18.324415,37.940487,-33.76835,34.856186,-49.710083,-14.435672,-58.079483,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_342_2017-09-24_18_05_45.523_1396_483.png,Other,Y,Y,Y,Y,0.99936587,0.99953175,0.99999976,0.9993826,71.8363,14.142741,48.30339,28.206331,50.944363,10.636351,37.82951,-45.67287,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_128_2017-09-16_23_42_32.649_23_1636.png,Other,Y,Y,Y,Y,0.99970835,0.9995074,0.999905,0.99941754,30.249098,12.959722,47.634655,44.49548,33.258205,9.118707,-11.78308,-17.646025,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_507_2017-09-20_18_23_25.361_134_493.png,Other,Y,Y,Y,Y,0.9882053,0.9860265,0.7514196,0.9994692,38.21618,-7.623904,28.717178,-37.852093,43.276146,-19.790964,15.427712,-81.25718,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_325_2017-09-16_00_06_14.278_276_1786.png,Other,Y,Y,Y,Y,0.9874604,0.997609,0.99365824,0.9537335,34.789352,-23.97767,37.862198,-42.637333,20.437267,13.951714,7.6578608,-64.519295,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_427_2017-09-18_22_12_53.814_757_1249.png,Other,Y,Y,Y,Y,0.9998323,0.99984765,0.9999999,0.9997197,116.559425,-12.026215,36.028828,50.525345,36.233707,3.428847,57.41062,-33.932983,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_450_2017-09-18_13_03_16.745_272_91.png,Other,Y,Y,Y,Y,0.9991084,0.9879496,0.99892634,0.9990877,113.35027,-2.8341792,60.972816,-9.672912,22.414358,-58.254696,-43.593582,-46.63789,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_3_2017-09-21_14_14_09.929_230_1592.png,Other,Y,Y,Y,Y,0.99783117,0.9999484,1,0.999801,106.58113,-1.2747548,39.946327,65.57367,55.093456,-18.921675,8.302595,-78.28524,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_870_2017-09-20_23_57_16.170_488_668.png,Other,Y,Y,Y,Y,0.9879403,0.99361914,0.9999939,0.93813616,13.404417,7.872141,29.116203,-61.080578,34.998375,26.268955,36.724895,-12.549283,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_115_2017-09-18_15_10_06.994_1412_1441.png,Other,Y,Y,Y,Y,0.9842168,0.9981933,0.999663,0.9951521,88.22978,-10.367644,66.58296,22.617617,20.266542,-46.641342,-35.520817,-32.8323,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_21_2017-09-23_00_10_41.055_997_190.png,Other,Y,Y,Y,Y,0.99998915,0.99973136,0.99999905,0.99897003,116.85371,-7.170216,49.08173,54.6547,54.8223,-26.389418,20.832964,-76.96953,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_415_2017-09-18_08_07_19.921_1931_154.png,Other,Y,Y,Y,Y,0.99139774,0.7917717,0.99563783,0.99452966,0.76334715,-17.632053,1.662489,-57.896385,28.167479,-29.321716,-25.793568,-65.58519,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_107_2017-09-18_01_04_34.024_57_1329.png,Other,Y,Y,Y,Y,0.95587194,0.9976634,0.9990096,0.7642403,34.613293,-1.9670126,30.027044,-18.59469,-6.7977185,-11.549905,28.435686,14.437403,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_131_2017-09-16_19_07_44.613_1522_338.png,Other,Y,Y,Y,Y,0.75007087,0.99249446,0.9972119,0.99241745,1.625321,2.4974353,38.141098,-47.11619,1.6769718,-13.636021,23.617786,4.527733,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_175_2017-09-19_11_15_03.115_763_1716.png,Other,Y,Y,Y,Y,0.9872962,0.99739754,0.9998964,0.9921342,78.63709,-12.259685,63.20843,15.807403,18.527166,-51.734627,-30.21258,-40.59268,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_103_2017-09-16_19_07_44.613_103_1220.png,Other,Y,Y,Y,Y,0.9998456,0.98224765,0.9988657,0.9996449,33.453068,26.203936,53.873886,-25.267866,42.438713,33.70193,-22.92838,-27.220877,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_666_2017-09-20_15_36_29.632_1671_1925.png,Other,Y,Y,Y,Y,0.99879444,0.9907197,0.9999281,0.99374926,112.834114,-0.48192224,64.74603,-8.5671425,22.573843,-49.939716,-38.761707,-44.38567,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_712_2017-09-27_17_58_50.106_18_751.png,Other,Y,Y,Y,Y,0.9995141,0.9882041,0.99992764,0.9993968,7.2017636,34.13262,32.873055,8.151172,22.218346,43.863087,46.96788,-2.117247,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_495_2017-09-29_12_04_58.884_1650_133.png,Other,Y,Y,Y,Y,0.88876987,0.9585801,0.99649376,0.80655223,59.099552,-13.972309,43.669014,-35.114754,33.794247,-55.63202,-41.17067,-32.13045,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_96_2017-09-18_09_53_01.896_39_523.png,Other,Y,Y,Y,Y,0.9297096,0.9848252,0.9984586,0.9486002,8.226556,-7.3257484,27.125397,-47.14979,12.959625,5.598919,-25.407654,11.105414,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_449_2017-09-28_00_06_04.294_370_1149.png,Other,Y,Y,Y,Y,0.99842274,0.9998548,0.9995946,0.9718499,14.838794,14.05049,28.001652,26.345898,35.330177,31.144165,47.552193,-15.153791,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_462_2017-09-20_19_41_19.269_1183_1014.png,Other,Y,Y,Y,Y,0.9999896,0.9997025,0.9910766,0.99957234,-15.929985,61.754745,50.377728,17.940636,10.417055,46.25669,63.28953,8.366133,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_614_2017-09-16_00_06_14.278_1817_377.png,Other,Y,Y,Y,Y,0.99994886,0.99840945,0.9997571,0.9938425,11.593655,9.869626,51.482185,-33.73472,13.783409,-11.754379,-26.011011,-27.355558,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_547_2017-09-22_03_57_39.662_1176_1295.png,Other,Y,Y,Y,Y,0.9333644,0.9203153,0.99836546,0.9992015,62.91151,-11.061673,41.109623,-35.00025,27.218319,12.828864,6.1796246,-16.387383,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_692_2017-09-21_14_14_09.929_699_522.png,Other,Y,Y,Y,Y,0.99875975,0.9986393,0.99998045,0.982044,111.55168,-4.6058073,52.23957,44.08734,43.281174,-24.412365,13.021215,-48.520264,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_164_2017-09-19_12_18_28.114_135_40.png,Other,Y,Y,Y,Y,0.9999964,0.99994504,0.9949234,0.9974757,-13.49214,57.778313,40.895184,36.849747,10.718948,45.898285,57.06194,6.5048566,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_436_2017-09-18_23_58_35.584_1741_1923.png,Other,Y,Y,Y,Y,0.99831474,0.99991834,0.99999833,0.9998864,19.902218,26.750977,26.690708,25.199537,36.25359,46.092,68.069,-4.6573415,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_362_2017-09-16_20_53_26.537_417_1484.png,Other,Y,Y,Y,Y,0.9784168,0.9894639,0.99989855,0.9481203,60.074184,-16.826603,23.377132,-42.06047,33.68821,-1.6234441,28.44637,-24.818632,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_851_2017-09-16_00_06_14.278_969_1914.png,Other,Y,Y,Y,Y,0.9998956,0.99889094,0.9994506,0.9913803,27.133144,28.218082,21.335398,2.0652602,42.2885,24.556355,1.2751598,-25.83026,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_121_2017-09-17_03_56_12.949_1547_0.png,Other,Y,Y,Y,Y,0.974053,0.9880739,0.9998198,0.65387434,38.016853,2.732989,41.663765,-45.28341,31.642374,-29.627369,1.035437,-49.27494,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_267_2017-09-25_18_07_41.978_729_4.png,Other,Y,Y,Y,Y,0.99956065,0.9647839,0.9999323,0.9756959,14.234818,19.836153,15.149215,-50.674202,17.52164,23.897825,6.5451775,-49.8136,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_495_2017-09-16_03_16_29.254_0_137.png,Other,Y,Y,Y,Y,0.99995863,0.9940696,0.9965581,0.99122745,53.198822,23.79831,66.80202,28.728533,45.827087,23.428675,4.6078687,-47.6588,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_442_2017-09-17_00_03_41.880_384_1281.png,Other,Y,Y,Y,Y,1,0.9998166,0.9999993,0.99935955,67.02503,17.323538,34.92669,37.60712,28.980423,35.3758,50.812447,-2.6878374,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_440_2017-09-21_06_49_00.820_1564_878.png,Other,Y,Y,Y,Y,0.9747406,0.93915033,0.98032504,0.9541593,-5.8675776,0.052016858,9.62878,-58.16106,-11.787377,-35.339493,10.252548,51.88658,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_418_2017-09-17_16_58_22.104_816_432.png,Other,Y,Y,Y,Y,0.9887933,0.992386,0.99729306,0.9895779,44.540882,-8.293799,36.942356,-44.139824,29.804276,6.963675,19.036032,9.688653,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_791_2017-09-20_23_57_16.170_28_728.png,Other,Y,Y,Y,Y,0.97194463,0.9998876,0.9981446,0.9856651,22.844122,-6.7190833,43.561058,31.3909,43.8199,-13.142298,18.068792,-70.40883,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_525_2017-09-18_13_03_16.745_1585_494.png,Other,Y,Y,Y,Y,0.9999975,0.9999926,0.9999354,0.9991937,120.72902,-4.1365404,37.086952,72.989174,36.09483,8.363012,36.644554,3.7613335,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_139_2017-09-19_18_17_50.600_1491_1798.png,Other,Y,Y,Y,Y,0.99914443,0.9984346,0.99992,0.99986756,-10.41652,48.528744,16.61367,-13.58026,23.359348,41.57185,47.503506,-2.139844,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_580_2017-09-19_17_56_42.408_1517_51.png,Other,Y,Y,Y,Y,0.9999417,0.9996791,0.999998,0.9989278,48.81806,10.380656,51.12216,32.00203,46.55692,1.8689278,42.24603,-40.640408,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_94_2017-09-21_11_27_13.664_1952_1800.png,Other,Y,Y,Y,Y,0.9997186,0.9512568,0.99949086,0.9998097,48.479675,15.4356,35.755173,-32.00546,-7.2993817,-38.507496,31.557835,0.83532864,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_67_2017-09-19_08_25_56.024_1614_194.png,Other,Y,Y,Y,Y,0.9989673,0.99823654,0.99999106,0.9993974,112.143456,2.7458668,59.61541,9.016237,24.297272,-59.717487,-45.40962,-47.528458,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_504_2017-09-19_15_28_43.608_966_1173.png,Other,Y,Y,Y,Y,0.99999905,0.9997873,1,0.9991208,121.83801,-0.74246216,43.035534,66.803024,57.184345,-22.598913,-8.844646,-29.129381,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_388_2017-09-16_21_56_51.690_1988_907.png,Other,Y,Y,Y,Y,0.99860674,0.9974833,0.99899703,0.7682594,16.438793,-5.35357,54.38703,26.68702,-14.706572,-43.70937,50.392445,49.435802,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_375_2017-09-20_16_21_00.715_1696_1955.png,Other,Y,Y,Y,Y,0.99984384,0.9965019,0.9992818,0.9882433,-14.069704,58.83155,30.848982,-23.912573,9.504239,47.60709,58.523888,4.376463,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_128_2017-09-19_01_02_00.347_764_960.png,Other,Y,Y,Y,Y,0.99999833,0.99983716,0.9999994,0.9996191,56.160007,8.144151,42.80067,30.753458,50.92583,3.6452887,42.752777,-37.923195,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_301_2017-09-17_21_54_18.614_1557_1655.png,Other,Y,Y,Y,Y,0.99996674,0.99993503,1,0.9989184,55.82374,-1.4219679,41.420784,55.88744,45.560772,4.7460465,26.37515,-22.718765,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_244_2017-09-21_12_11_44.914_914_1402.png,Other,Y,Y,Y,Y,0.9417499,0.99731284,0.99176675,0.99936146,-13.668604,46.470127,51.44784,2.181235,-28.939314,43.33506,41.31382,31.156948,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_133_2017-09-18_22_55_10.980_1336_377.png,Other,Y,Y,Y,Y,0.99999714,0.99959546,0.99972886,0.99868995,28.246056,28.952198,22.442513,5.594535,41.61168,26.14034,4.517618,-24.084433,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_674_2017-10-01_03_01_54.799_1383_4.png,Other,Y,Y,Y,Y,0.99982446,0.998511,0.99141604,0.57139206,19.17856,9.99637,40.752876,18.417225,-12.31045,-44.63378,38.1903,43.81295,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_435_2017-09-29_05_57_44.317_742_1441.png,Other,Y,Y,Y,Y,1,0.99857986,0.99999774,0.9999063,58.939083,23.782526,26.775764,-3.9360387,32.38312,26.310425,48.356747,-23.927113,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_654_2017-09-30_12_00_31.607_1261_162.png,Other,Y,Y,Y,Y,0.90693194,0.9934797,0.91544414,0.9922025,35.275272,-9.621233,53.120823,-11.228373,37.763535,-28.47398,2.4987383,-70.65497,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_70_2017-09-16_18_04_20.306_413_592.png,Other,Y,Y,Y,Y,0.8644092,0.9369593,0.99704653,0.9970944,15.128948,-4.0063305,19.929733,-53.104607,-0.24923858,-23.532837,-13.822367,16.20876,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_579_2017-09-18_04_57_05.704_126_960.png,Other,Y,Y,Y,Y,0.9996791,0.9999372,0.9993253,0.9999771,46.64155,1.9292374,51.65821,52.207394,23.272951,36.73154,55.08705,-18.652235,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_444_2017-09-20_17_38_54.681_1587_1634.png,Other,Y,Y,Y,Y,0.9999206,0.9984773,0.9983608,0.9282481,-10.75949,51.712643,26.375214,-14.391528,14.604565,52.58876,52.09024,15.679902,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_184_2017-09-19_01_44_17.054_626_1693.png,Other,Y,Y,Y,Y,0.9812289,0.99628675,1,0.9999571,90.407234,-4.0722203,70.794106,4.2233605,21.730255,-62.50554,-38.113346,-52.908554,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_627_2017-09-24_00_06_17.008_908_18.png,Other,Y,Y,Y,Y,0.99999905,0.9990428,0.9999951,0.9990176,116.87237,-13.330544,49.4821,52.546543,58.180058,-16.144718,16.482998,-78.47322,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_165_2017-09-19_10_32_46.066_1290_1344.png,Other,Y,Y,Y,Y,0.976238,0.9917926,0.99944395,0.9717934,33.673252,-14.431811,58.380775,-17.000568,20.498318,-46.895203,-36.4889,-33.45293,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_348_2017-09-16_16_18_38.403_795_1746.png,Other,Y,Y,Y,Y,0.9977126,0.99978703,0.84301704,0.9123946,28.250725,4.958158,42.06418,73.02229,6.7660446,25.406898,-22.220936,-22.696304,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_169_2017-09-19_19_00_07.251_1624_1094.png,Other,Y,Y,Y,Y,0.999997,0.99995685,1,0.9030327,121.07964,-9.331077,46.809864,55.461594,39.608074,-3.0832756,-2.9634178,-81.88904,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_224_2017-09-24_18_05_45.523_521_1953.png,Other,Y,Y,Y,Y,0.99933136,0.9999354,0.8392832,0.99912447,20.474768,10.463798,33.242733,38.014587,-6.167692,-39.721615,-5.9318466,-36.59553,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_469_2017-09-20_23_46_08.531_1361_524.png,Other,Y,Y,Y,Y,0.9148675,0.89911246,0.7653143,0.95237917,-0.13903971,-17.267954,-0.8798275,-60.019524,23.920872,-22.788485,27.580479,-37.168507,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_90_2017-09-21_02_10_48.705_1954_407.png,Other,Y,Y,Y,Y,0.99755883,0.999047,0.99838614,0.98234665,31.53356,7.537041,48.53114,19.923414,5.275544,50.267338,16.916908,34.962616,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_439_2017-09-19_00_19_43.344_922_316.png,Other,Y,Y,Y,Y,0.9999585,0.9994259,0.99999857,0.99943405,89.11026,7.453311,34.065018,62.91418,29.617352,5.4832006,-2.873932,-3.231358,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_127_2017-09-21_20_21_24.131_1769_1730.png,Other,Y,Y,Y,Y,0.9786199,0.99948466,0.9999975,0.99876237,16.245176,15.054937,21.391722,8.779937,30.74619,40.57376,45.377846,-13.865455,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_411_2017-09-17_01_07_06.185_929_1147.png,Other,Y,Y,Y,Y,0.99966943,0.9954228,0.9879459,0.8248212,24.816328,30.130997,26.688976,-0.9028289,39.75722,25.269913,-28.915638,-23.974026,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_100_2017-09-17_21_54_18.614_1947_587.png,Other,Y,Y,Y,Y,0.99980766,0.99928063,1,0.9892764,85.04195,-0.27798867,53.911205,48.572006,54.629143,-27.048191,6.588649,-78.43275,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_425_2017-09-16_23_42_32.649_1371_1228.png,Other,Y,Y,Y,Y,0.9999999,0.9995067,0.99999034,0.9995567,45.14392,25.193102,31.036957,24.750908,44.732002,27.156313,63.166725,-19.706415,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_920_2017-09-21_10_53_50.448_1236_746.png,Other,Y,Y,Y,Y,0.9889775,0.9944353,0.9998281,0.9734081,65.03477,-17.913342,45.18433,-21.693707,34.728962,-37.12481,-12.131806,-57.718204,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_215_2017-09-20_15_36_29.632_1699_1861.png,Other,Y,Y,Y,Y,0.99214864,0.9975654,0.9988422,0.9935814,112.34742,-1.0021614,70.340126,3.0069537,24.174908,-55.50133,-24.960243,-50.65051,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_465_2017-09-16_05_02_10.850_765_578.png,Other,Y,Y,Y,Y,0.9969061,0.98588526,0.997535,0.983558,3.890125,10.0031595,55.967762,-26.733252,41.412052,25.76458,8.307924,-24.663332,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_415_2017-10-01_03_01_54.799_1206_1191.png,Other,Y,Y,Y,Y,0.9991959,0.9997634,0.99999845,0.9999746,49.59458,16.23031,31.842205,31.183222,-2.0891728,-43.22202,-12.706036,-72.80684,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_511_2017-09-19_17_56_42.408_1289_0.png,Other,Y,Y,Y,Y,0.97629434,0.9458751,0.96508914,0.9978915,84.83624,-9.600394,67.69897,7.144553,27.812153,-52.18836,-25.832249,-54.458576,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_614_2017-09-20_20_59_12.793_1949_861.png,Other,Y,Y,Y,Y,0.9999951,0.9999263,0.9956274,0.97366333,80.62059,10.46764,53.707314,53.30017,13.090092,12.794893,32.815628,-2.2070801,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_119_2017-09-20_18_23_25.361_1116_500.png,Other,Y,Y,Y,Y,0.9997117,0.9996183,0.9999962,0.999767,105.35126,-7.6291795,50.76345,57.018875,54.498222,-26.189384,11.903233,-71.95764,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_60_2017-09-19_15_28_43.608_1339_1983.png,Other,Y,Y,Y,Y,0.9882614,0.97039276,0.9970515,0.80415297,54.75122,-18.096882,54.304317,-13.036709,41.667862,-27.948498,-10.7442665,-58.455364,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_8_2017-09-23_06_06_47.168_1831_986.png,Other,Y,Y,Y,Y,0.9242048,0.9831669,0.99938715,0.9994179,26.188213,-21.260511,37.78474,-52.988472,32.040974,-65.886055,3.623606,-36.70787,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_485_2017-09-16_18_04_20.306_377_216.png,Other,Y,Y,Y,Y,0.9535207,0.96562564,0.9997538,0.8370088,41.781147,-14.43979,23.188765,-50.373898,24.266624,7.764442,-10.973927,-18.704315,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_443_2017-09-18_17_59_13.861_1620_1645.png,Other,Y,Y,Y,Y,0.99998903,0.999984,1,0.9995962,72.32999,12.380298,36.083363,58.228916,36.415443,8.855439,36.290756,2.43993,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_503_2017-09-21_04_46_36.462_1747_0.png,Other,Y,Y,Y,Y,0.99934286,0.99962115,0.99992394,0.9995826,4.3442254,11.194519,21.277922,-0.8810792,44.307896,25.137266,7.0195026,-24.636171,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_340_2017-09-17_15_54_57.412_819_131.png,Other,Y,Y,Y,Y,0.9996364,0.9990847,0.9992544,0.9409288,39.571053,-5.648369,48.10149,36.309624,26.171087,-2.246789,-24.76831,48.343666,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/2017-09-19_21_29_33_669_485.png,Other,Y,Y,Y,Y,0.9135457,0.9710339,0.99997675,0.9398377,12.856031,-0.6316474,15.818867,-51.19283,47.0795,-2.3349345,24.379086,-16.470318,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_661_2017-09-20_23_57_16.170_1208_1956.png,Other,Y,Y,Y,Y,0.84713,0.9955249,0.9997003,0.9639523,-7.821823,29.881828,32.41763,-51.19647,23.23922,-9.1009865,36.66474,-41.409206,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_647_2017-09-20_20_25_49.768_716_1945.png,Other,Y,Y,Y,Y,0.99307233,0.9998356,0.9074099,0.6410506,13.798683,25.73753,37.55685,4.995917,-64.75576,7.2370887,8.839195,66.53155,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_216_2017-09-18_03_11_23.804_519_1824.png,Other,Y,Y,Y,Y,0.99970263,0.99975437,0.998939,0.9997336,37.302242,15.563154,22.381056,7.9139943,34.92529,28.440228,52.949326,-14.583497,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_400_2017-09-24_18_05_45.523_1816_326.png,Other,Y,Y,Y,Y,0.9995927,0.99930215,0.9999976,0.93247974,90.40759,7.309298,38.793194,38.30323,32.50416,36.9776,53.49276,-19.38978,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_378_2017-09-16_13_08_22.823_1391_580.png,Other,Y,Y,Y,Y,0.9946138,0.9982004,0.9997689,0.9998832,71.12001,4.469494,37.950752,9.888689,44.595673,-30.898237,55.99823,15.33314,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_145_2017-09-19_04_33_23.799_1271_0.png,Other,Y,Y,Y,Y,0.9974711,0.9965984,0.9985164,0.9906893,117.43865,6.0599675,59.050823,10.171352,26.146412,-54.76504,-37.07116,-47.4924,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_768_2017-09-20_18_01_09.974_477_1905.png,Other,Y,Y,Y,Y,0.9964426,0.99929583,0.9877301,0.96913415,71.91142,-3.6666484,42.917553,-19.073675,29.321348,15.52406,18.908985,-27.034035,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_64_2017-09-21_01_26_17.933_1126_475.png,Other,Y,Y,Y,Y,0.9997454,0.9999614,0.9999833,0.9952749,38.1916,17.582136,40.697384,42.71657,45.61768,28.82171,62.520294,-11.299036,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_883_2017-09-21_10_53_50.448_889_1422.png,Other,Y,Y,Y,Y,0.9607357,0.99763405,0.99796695,0.9991334,17.17891,-5.921794,34.065506,-12.752051,38.761425,-3.8633687,21.253246,6.878628,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_640_2017-09-21_03_28_42.304_1433_859.png,Other,Y,Y,Y,Y,0.9966878,0.99027586,0.9998332,0.9771308,25.889643,6.803643,38.595737,-6.026812,-17.28699,-37.052975,31.803078,45.68934,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_76_2017-09-20_16_21_00.715_958_954.png,Other,Y,Y,Y,Y,0.9897127,0.9840576,0.99925,0.95194286,-7.619867,27.715637,32.390755,-54.869907,-64.79184,13.7708645,11.477631,70.69537,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_161_2017-09-19_20_24_40.789_756_79.png,Other,Y,Y,Y,Y,0.99999285,0.9997358,0.9999993,0.99745816,83.96442,11.177713,50.210274,52.56327,50.23003,-19.814833,25.501156,-71.103905,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_402_2017-09-21_13_29_38.934_913_874.png,Other,Y,Y,Y,Y,0.9366881,0.88883406,0.9990503,0.9806116,71.31457,-9.251211,54.51761,-14.851194,33.48431,-32.922474,-3.9648201,-51.60621,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_570_2017-09-20_23_01_37.642_1333_1946.png,Other,Y,Y,Y,Y,0.9481395,0.99971753,0.9847573,0.99741334,45.174896,-10.390597,27.843021,18.707159,34.195713,11.104704,17.141233,-28.071877,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_47_2017-09-23_17_59_02.679_97_808.png,Other,Y,Y,Y,Y,0.9999162,0.9998221,0.9999945,0.9997403,88.040955,0.6761289,45.886154,42.950016,57.872948,-27.116531,32.782448,14.340331,0
